Area_Code,Area,Item_Code,Item,Year,Unit,Value_Yield
76,Brazil,1323,Oranges,2021,kg/ha,28051.1
76,Brazil,1323,Oranges,2022,kg/ha,29790.7
76,Brazil,1323,Oranges,2023,kg/ha,30612.7
76,Brazil,1342.01,Pears,1961,kg/ha,12691.2
76,Brazil,1342.01,Pears,1962,kg/ha,12636.8
76,Brazil,1342.01,Pears,1963,kg/ha,13076.6
76,Brazil,1342.01,Pears,1964,kg/ha,12378.9
76,Brazil,1342.01,Pears,1965,kg/ha,12362.0
76,Brazil,1342.01,Pears,1966,kg/ha,12078.5
76,Brazil,1342.01,Pears,1967,kg/ha,12557.5
76,Brazil,1342.01,Pears,1968,kg/ha,12543.5
76,Brazil,1342.01,Pears,1969,kg/ha,12710.2
76,Brazil,1342.01,Pears,1970,kg/ha,12901.6
76,Brazil,1342.01,Pears,1971,kg/ha,11717.2
76,Brazil,1342.01,Pears,1972,kg/ha,11695.3
76,Brazil,1342.01,Pears,1973,kg/ha,8205.8
76,Brazil,1342.01,Pears,1974,kg/ha,8259.9
76,Brazil,1342.01,Pears,1975,kg/ha,8069.3
76,Brazil,1342.01,Pears,1976,kg/ha,8626.1
76,Brazil,1342.01,Pears,1977,kg/ha,7869.9
76,Brazil,1342.01,Pears,1978,kg/ha,7723.6
76,Brazil,1342.01,Pears,1979,kg/ha,7888.6
76,Brazil,1342.01,Pears,1980,kg/ha,7563.4
76,Brazil,1342.01,Pears,1981,kg/ha,7494.9
76,Brazil,1342.01,Pears,1982,kg/ha,8132.0
76,Brazil,1342.01,Pears,1983,kg/ha,7946.3
76,Brazil,1342.01,Pears,1984,kg/ha,8363.7
76,Brazil,1342.01,Pears,1985,kg/ha,8512.4
76,Brazil,1342.01,Pears,1986,kg/ha,8182.0
76,Brazil,1342.01,Pears,1987,kg/ha,7718.5
76,Brazil,1342.01,Pears,1988,kg/ha,7777.4
76,Brazil,1342.01,Pears,1989,kg/ha,7746.1
76,Brazil,1342.01,Pears,1990,kg/ha,7689.0
76,Brazil,1342.01,Pears,1991,kg/ha,7464.9
76,Brazil,1342.01,Pears,1992,kg/ha,7597.7
76,Brazil,1342.01,Pears,1993,kg/ha,7722.6
76,Brazil,1342.01,Pears,1994,kg/ha,8278.5
76,Brazil,1342.01,Pears,1995,kg/ha,8441.5
76,Brazil,1342.01,Pears,1996,kg/ha,7417.6
76,Brazil,1342.01,Pears,1997,kg/ha,8138.0
76,Brazil,1342.01,Pears,1998,kg/ha,8402.7
76,Brazil,1342.01,Pears,1999,kg/ha,8392.3
76,Brazil,1342.01,Pears,2000,kg/ha,8186.2
76,Brazil,1342.01,Pears,2001,kg/ha,11025.6
76,Brazil,1342.01,Pears,2002,kg/ha,10515.8
76,Brazil,1342.01,Pears,2003,kg/ha,11093.0
76,Brazil,1342.01,Pears,2004,kg/ha,11182.7
76,Brazil,1342.01,Pears,2005,kg/ha,11225.7
76,Brazil,1342.01,Pears,2006,kg/ha,10540.3
76,Brazil,1342.01,Pears,2007,kg/ha,10347.9
76,Brazil,1342.01,Pears,2008,kg/ha,10808.6
76,Brazil,1342.01,Pears,2009,kg/ha,10657.1
76,Brazil,1342.01,Pears,2010,kg/ha,10682.1
76,Brazil,1342.01,Pears,2011,kg/ha,11732.6
76,Brazil,1342.01,Pears,2012,kg/ha,13183.5
76,Brazil,1342.01,Pears,2013,kg/ha,13141.7
76,Brazil,1342.01,Pears,2014,kg/ha,12964.0
76,Brazil,1342.01,Pears,2015,kg/ha,14563.0
76,Brazil,1342.01,Pears,2016,kg/ha,11941.6
76,Brazil,1342.01,Pears,2017,kg/ha,16941.0
76,Brazil,1342.01,Pears,2018,kg/ha,15430.7
76,Brazil,1342.01,Pears,2019,kg/ha,14443.8
76,Brazil,1342.01,Pears,2020,kg/ha,14251.4
76,Brazil,1342.01,Pears,2021,kg/ha,15058.2
76,Brazil,1342.01,Pears,2022,kg/ha,16658.7
76,Brazil,1342.01,Pears,2023,kg/ha,15388.6
76,Brazil,1359.01,Persimmons,1961,kg/ha,6119.2
76,Brazil,1359.01,Persimmons,1962,kg/ha,6155.8
76,Brazil,1359.01,Persimmons,1963,kg/ha,6014.4
76,Brazil,1359.01,Persimmons,1964,kg/ha,6142.1
76,Brazil,1359.01,Persimmons,1965,kg/ha,6275.7
76,Brazil,1359.01,Persimmons,1966,kg/ha,5960.4
76,Brazil,1359.01,Persimmons,1967,kg/ha,6299.0
76,Brazil,1359.01,Persimmons,1968,kg/ha,6195.6
76,Brazil,1359.01,Persimmons,1969,kg/ha,6098.0
76,Brazil,1359.01,Persimmons,1970,kg/ha,6288.9
76,Brazil,1359.01,Persimmons,1971,kg/ha,5826.5
76,Brazil,1359.01,Persimmons,1972,kg/ha,5724.5
76,Brazil,1359.01,Persimmons,1973,kg/ha,5615.7
76,Brazil,1359.01,Persimmons,1974,kg/ha,5883.7
76,Brazil,1359.01,Persimmons,1975,kg/ha,6227.5
76,Brazil,1359.01,Persimmons,1976,kg/ha,6322.9
76,Brazil,1359.01,Persimmons,1977,kg/ha,6613.2
76,Brazil,1359.01,Persimmons,1978,kg/ha,9091.8
76,Brazil,1359.01,Persimmons,1979,kg/ha,10154.6
76,Brazil,1359.01,Persimmons,1980,kg/ha,9863.7
76,Brazil,1359.01,Persimmons,1981,kg/ha,10882.2
76,Brazil,1359.01,Persimmons,1982,kg/ha,10976.6
76,Brazil,1359.01,Persimmons,1983,kg/ha,12738.5
76,Brazil,1359.01,Persimmons,1984,kg/ha,11989.4
76,Brazil,1359.01,Persimmons,1985,kg/ha,11825.0
76,Brazil,1359.01,Persimmons,1986,kg/ha,11501.7
76,Brazil,1359.01,Persimmons,1987,kg/ha,11955.4
76,Brazil,1359.01,Persimmons,1988,kg/ha,12025.5
76,Brazil,1359.01,Persimmons,1989,kg/ha,11860.2
76,Brazil,1359.01,Persimmons,1990,kg/ha,11796.0
76,Brazil,1359.01,Persimmons,1991,kg/ha,11742.3
76,Brazil,1359.01,Persimmons,1992,kg/ha,11514.6
76,Brazil,1359.01,Persimmons,1993,kg/ha,11087.4
76,Brazil,1359.01,Persimmons,1994,kg/ha,12031.7
76,Brazil,1359.01,Persimmons,1995,kg/ha,10725.3
76,Brazil,1359.01,Persimmons,1996,kg/ha,10193.6
76,Brazil,1359.01,Persimmons,1997,kg/ha,10100.2
76,Brazil,1359.01,Persimmons,1998,kg/ha,10938.3
76,Brazil,1359.01,Persimmons,1999,kg/ha,11013.1
76,Brazil,1359.01,Persimmons,2000,kg/ha,10160.5
76,Brazil,1359.01,Persimmons,2001,kg/ha,19000.9
76,Brazil,1359.01,Persimmons,2002,kg/ha,20316.8
76,Brazil,1359.01,Persimmons,2003,kg/ha,21163.1
76,Brazil,1359.01,Persimmons,2004,kg/ha,20005.9
76,Brazil,1359.01,Persimmons,2005,kg/ha,19839.8
76,Brazil,1359.01,Persimmons,2006,kg/ha,19718.1
76,Brazil,1359.01,Persimmons,2007,kg/ha,19820.3
76,Brazil,1359.01,Persimmons,2008,kg/ha,19699.6
76,Brazil,1359.01,Persimmons,2009,kg/ha,19860.5
76,Brazil,1359.01,Persimmons,2010,kg/ha,19099.4
76,Brazil,1359.01,Persimmons,2011,kg/ha,18520.2
76,Brazil,1359.01,Persimmons,2012,kg/ha,19368.5
76,Brazil,1359.01,Persimmons,2013,kg/ha,20253.7
76,Brazil,1359.01,Persimmons,2014,kg/ha,21902.0
76,Brazil,1359.01,Persimmons,2015,kg/ha,22394.9
76,Brazil,1359.01,Persimmons,2016,kg/ha,19689.7
76,Brazil,1359.01,Persimmons,2017,kg/ha,22329.3
76,Brazil,1359.01,Persimmons,2018,kg/ha,19296.1
76,Brazil,1359.01,Persimmons,2019,kg/ha,20538.9
76,Brazil,1359.01,Persimmons,2020,kg/ha,20005.3
76,Brazil,1359.01,Persimmons,2021,kg/ha,21495.7
76,Brazil,1359.01,Persimmons,2022,kg/ha,21114.6
76,Brazil,1359.01,Persimmons,2023,kg/ha,21540.4
76,Brazil,1318,Pineapples,1961,kg/ha,10814.3
76,Brazil,1318,Pineapples,1962,kg/ha,10271.1
76,Brazil,1318,Pineapples,1963,kg/ha,9626.5
76,Brazil,1318,Pineapples,1964,kg/ha,9864.7
76,Brazil,1318,Pineapples,1965,kg/ha,10265.7
76,Brazil,1318,Pineapples,1966,kg/ha,10473.9
76,Brazil,1318,Pineapples,1967,kg/ha,11056.1
76,Brazil,1318,Pineapples,1968,kg/ha,12316.2
76,Brazil,1318,Pineapples,1969,kg/ha,12713.8
76,Brazil,1318,Pineapples,1970,kg/ha,13169.2
76,Brazil,1318,Pineapples,1971,kg/ha,14748.8
76,Brazil,1318,Pineapples,1972,kg/ha,15551.2
76,Brazil,1318,Pineapples,1973,kg/ha,14399.8
76,Brazil,1318,Pineapples,1974,kg/ha,16739.6
76,Brazil,1318,Pineapples,1975,kg/ha,18824.1
76,Brazil,1318,Pineapples,1976,kg/ha,19809.2
76,Brazil,1318,Pineapples,1977,kg/ha,20915.4
76,Brazil,1318,Pineapples,1978,kg/ha,21521.2
76,Brazil,1318,Pineapples,1979,kg/ha,21779.0
76,Brazil,1318,Pineapples,1980,kg/ha,22466.9
76,Brazil,1318,Pineapples,1981,kg/ha,22928.9
76,Brazil,1318,Pineapples,1982,kg/ha,25207.0
76,Brazil,1318,Pineapples,1983,kg/ha,27137.6
76,Brazil,1318,Pineapples,1984,kg/ha,29794.8
76,Brazil,1318,Pineapples,1985,kg/ha,31312.5
76,Brazil,1318,Pineapples,1986,kg/ha,32136.4
76,Brazil,1318,Pineapples,1987,kg/ha,32095.3
76,Brazil,1318,Pineapples,1988,kg/ha,33318.4
76,Brazil,1318,Pineapples,1989,kg/ha,33425.9
76,Brazil,1318,Pineapples,1990,kg/ha,33283.0
76,Brazil,1318,Pineapples,1991,kg/ha,33152.5
76,Brazil,1318,Pineapples,1992,kg/ha,33126.3
76,Brazil,1318,Pineapples,1993,kg/ha,31518.2
76,Brazil,1318,Pineapples,1994,kg/ha,32826.0
76,Brazil,1318,Pineapples,1995,kg/ha,32136.8
76,Brazil,1318,Pineapples,1996,kg/ha,24997.9
76,Brazil,1318,Pineapples,1997,kg/ha,30053.9
76,Brazil,1318,Pineapples,1998,kg/ha,30361.6
76,Brazil,1318,Pineapples,1999,kg/ha,32867.8
76,Brazil,1318,Pineapples,2000,kg/ha,33170.3
76,Brazil,1318,Pineapples,2001,kg/ha,34267.2
76,Brazil,1318,Pineapples,2002,kg/ha,35170.2
76,Brazil,1318,Pineapples,2003,kg/ha,37250.7
76,Brazil,1318,Pineapples,2004,kg/ha,37455.0
76,Brazil,1318,Pineapples,2005,kg/ha,37102.8
76,Brazil,1318,Pineapples,2006,kg/ha,38307.0
76,Brazil,1318,Pineapples,2007,kg/ha,37262.8
76,Brazil,1318,Pineapples,2008,kg/ha,38928.0
76,Brazil,1318,Pineapples,2009,kg/ha,36667.3
76,Brazil,1318,Pineapples,2010,kg/ha,37697.8
76,Brazil,1318,Pineapples,2011,kg/ha,37858.8
76,Brazil,1318,Pineapples,2012,kg/ha,38878.2
76,Brazil,1318,Pineapples,2013,kg/ha,39298.6
76,Brazil,1318,Pineapples,2014,kg/ha,39734.0
76,Brazil,1318,Pineapples,2015,kg/ha,39069.0
76,Brazil,1318,Pineapples,2016,kg/ha,38250.0
76,Brazil,1318,Pineapples,2017,kg/ha,37205.4
76,Brazil,1318,Pineapples,2018,kg/ha,37011.8
76,Brazil,1318,Pineapples,2019,kg/ha,36148.3
76,Brazil,1318,Pineapples,2020,kg/ha,37908.3
76,Brazil,1318,Pineapples,2021,kg/ha,36527.0
76,Brazil,1318,Pineapples,2022,kg/ha,36657.0
76,Brazil,1318,Pineapples,2023,kg/ha,37336.3
76,Brazil,1510,Potatoes,1961,kg/ha,5648.5
76,Brazil,1510,Potatoes,1962,kg/ha,5779.2
76,Brazil,1510,Potatoes,1963,kg/ha,5845.1
76,Brazil,1510,Potatoes,1964,kg/ha,6056.4
76,Brazil,1510,Potatoes,1965,kg/ha,6159.8
76,Brazil,1510,Potatoes,1966,kg/ha,6666.9
76,Brazil,1510,Potatoes,1967,kg/ha,6745.0
76,Brazil,1510,Potatoes,1968,kg/ha,7085.5
76,Brazil,1510,Potatoes,1969,kg/ha,6815.2
76,Brazil,1510,Potatoes,1970,kg/ha,7394.0
76,Brazil,1510,Potatoes,1971,kg/ha,7595.8
76,Brazil,1510,Potatoes,1972,kg/ha,7851.5
76,Brazil,1510,Potatoes,1973,kg/ha,7086.8
76,Brazil,1510,Potatoes,1974,kg/ha,8696.8
76,Brazil,1510,Potatoes,1975,kg/ha,8653.9
76,Brazil,1510,Potatoes,1976,kg/ha,9504.7
76,Brazil,1510,Potatoes,1977,kg/ha,9686.6
76,Brazil,1510,Potatoes,1978,kg/ha,9530.2
76,Brazil,1510,Potatoes,1979,kg/ha,10553.6
76,Brazil,1510,Potatoes,1980,kg/ha,10710.7
76,Brazil,1510,Potatoes,1981,kg/ha,11183.5
76,Brazil,1510,Potatoes,1982,kg/ha,11806.7
76,Brazil,1510,Potatoes,1983,kg/ha,10803.7
76,Brazil,1510,Potatoes,1984,kg/ha,12576.6
76,Brazil,1510,Potatoes,1985,kg/ha,12540.1
76,Brazil,1510,Potatoes,1986,kg/ha,11402.0
76,Brazil,1510,Potatoes,1987,kg/ha,13236.2
76,Brazil,1510,Potatoes,1988,kg/ha,13273.5
76,Brazil,1510,Potatoes,1989,kg/ha,13586.7
76,Brazil,1510,Potatoes,1990,kg/ha,14108.4
76,Brazil,1510,Potatoes,1991,kg/ha,14026.4
76,Brazil,1510,Potatoes,1992,kg/ha,14043.2
76,Brazil,1510,Potatoes,1993,kg/ha,14609.0
76,Brazil,1510,Potatoes,1994,kg/ha,14480.2
76,Brazil,1510,Potatoes,1995,kg/ha,15230.4
76,Brazil,1510,Potatoes,1996,kg/ha,14650.6
76,Brazil,1510,Potatoes,1997,kg/ha,15274.8
76,Brazil,1510,Potatoes,1998,kg/ha,15643.9
76,Brazil,1510,Potatoes,1999,kg/ha,16460.4
76,Brazil,1510,Potatoes,2000,kg/ha,17181.3
76,Brazil,1510,Potatoes,2001,kg/ha,18499.7
76,Brazil,1510,Potatoes,2002,kg/ha,19403.8
76,Brazil,1510,Potatoes,2003,kg/ha,20342.5
76,Brazil,1510,Potatoes,2004,kg/ha,21352.5
76,Brazil,1510,Potatoes,2005,kg/ha,22009.5
76,Brazil,1510,Potatoes,2006,kg/ha,22380.2
76,Brazil,1510,Potatoes,2007,kg/ha,24035.6
76,Brazil,1510,Potatoes,2008,kg/ha,25372.9
76,Brazil,1510,Potatoes,2009,kg/ha,24829.9
76,Brazil,1510,Potatoes,2010,kg/ha,25885.9
76,Brazil,1510,Potatoes,2011,kg/ha,26252.8
76,Brazil,1510,Potatoes,2012,kg/ha,27445.7
76,Brazil,1510,Potatoes,2013,kg/ha,27751.7
76,Brazil,1510,Potatoes,2014,kg/ha,27941.0
76,Brazil,1510,Potatoes,2015,kg/ha,29315.9
76,Brazil,1510,Potatoes,2016,kg/ha,29662.2
76,Brazil,1510,Potatoes,2017,kg/ha,30941.1
76,Brazil,1510,Potatoes,2018,kg/ha,31176.2
76,Brazil,1510,Potatoes,2019,kg/ha,31766.1
76,Brazil,1510,Potatoes,2020,kg/ha,32007.7
76,Brazil,1510,Potatoes,2021,kg/ha,33099.1
76,Brazil,1510,Potatoes,2022,kg/ha,33072.0
76,Brazil,1510,Potatoes,2023,kg/ha,33929.0
124,Canada,1341,Apples,1961,kg/ha,10476.1
124,Canada,1341,Apples,1962,kg/ha,10460.4
124,Canada,1341,Apples,1963,kg/ha,10472.0
124,Canada,1341,Apples,1964,kg/ha,10478.5
124,Canada,1341,Apples,1965,kg/ha,10467.2
124,Canada,1341,Apples,1966,kg/ha,10465.3
124,Canada,1341,Apples,1967,kg/ha,10461.0
124,Canada,1341,Apples,1968,kg/ha,10467.3
124,Canada,1341,Apples,1969,kg/ha,10475.1
124,Canada,1341,Apples,1970,kg/ha,10240.4
124,Canada,1341,Apples,1971,kg/ha,10472.5
124,Canada,1341,Apples,1972,kg/ha,10491.6
124,Canada,1341,Apples,1973,kg/ha,10460.4
124,Canada,1341,Apples,1974,kg/ha,10477.9
124,Canada,1341,Apples,1975,kg/ha,10478.8
124,Canada,1341,Apples,1976,kg/ha,10475.5
124,Canada,1341,Apples,1977,kg/ha,10479.4
124,Canada,1341,Apples,1978,kg/ha,10468.8
124,Canada,1341,Apples,1979,kg/ha,10466.9
124,Canada,1341,Apples,1980,kg/ha,10461.7
124,Canada,1341,Apples,1981,kg/ha,12382.1
124,Canada,1341,Apples,1982,kg/ha,12370.5
124,Canada,1341,Apples,1983,kg/ha,12375.0
124,Canada,1341,Apples,1984,kg/ha,12385.8
124,Canada,1341,Apples,1985,kg/ha,14076.6
124,Canada,1341,Apples,1986,kg/ha,15527.0
124,Canada,1341,Apples,1987,kg/ha,16335.0
124,Canada,1341,Apples,1988,kg/ha,16971.5
124,Canada,1341,Apples,1989,kg/ha,16998.1
124,Canada,1341,Apples,1990,kg/ha,16457.9
124,Canada,1341,Apples,1991,kg/ha,15711.7
124,Canada,1341,Apples,1992,kg/ha,17547.7
124,Canada,1341,Apples,1993,kg/ha,14752.1
124,Canada,1341,Apples,1994,kg/ha,16635.5
124,Canada,1341,Apples,1995,kg/ha,19092.2
124,Canada,1341,Apples,1996,kg/ha,17472.8
124,Canada,1341,Apples,1997,kg/ha,18093.2
124,Canada,1341,Apples,1998,kg/ha,19320.4
124,Canada,1341,Apples,1999,kg/ha,23749.0
124,Canada,1341,Apples,2000,kg/ha,21841.9
124,Canada,1341,Apples,2001,kg/ha,21680.6
124,Canada,1341,Apples,2002,kg/ha,17492.7
124,Canada,1341,Apples,2003,kg/ha,19431.0
124,Canada,1341,Apples,2004,kg/ha,19348.7
124,Canada,1341,Apples,2005,kg/ha,21130.1
124,Canada,1341,Apples,2006,kg/ha,20279.6
124,Canada,1341,Apples,2007,kg/ha,24375.7
124,Canada,1341,Apples,2008,kg/ha,23970.0
124,Canada,1341,Apples,2009,kg/ha,25397.5
124,Canada,1341,Apples,2010,kg/ha,22839.3
124,Canada,1341,Apples,2011,kg/ha,25408.4
124,Canada,1341,Apples,2012,kg/ha,17719.4
124,Canada,1341,Apples,2013,kg/ha,26636.8
124,Canada,1341,Apples,2014,kg/ha,25818.3
124,Canada,1341,Apples,2015,kg/ha,22145.8
124,Canada,1341,Apples,2016,kg/ha,26333.3
124,Canada,1341,Apples,2017,kg/ha,25754.7
124,Canada,1341,Apples,2018,kg/ha,25602.2
124,Canada,1341,Apples,2019,kg/ha,24970.4
124,Canada,1341,Apples,2020,kg/ha,25573.9
124,Canada,1341,Apples,2021,kg/ha,22691.9
124,Canada,1341,Apples,2022,kg/ha,24873.6
124,Canada,1341,Apples,2023,kg/ha,23984.6
124,Canada,1355.01,Blueberries,1961,kg/ha,2926.4
124,Canada,1355.01,Blueberries,1962,kg/ha,3005.8
124,Canada,1355.01,Blueberries,1963,kg/ha,2785.9
124,Canada,1355.01,Blueberries,1964,kg/ha,2902.8
124,Canada,1355.01,Blueberries,1965,kg/ha,2897.9
124,Canada,1355.01,Blueberries,1966,kg/ha,2789.2
124,Canada,1355.01,Blueberries,1967,kg/ha,2881.6
124,Canada,1355.01,Blueberries,1968,kg/ha,2503.1
124,Canada,1355.01,Blueberries,1969,kg/ha,2799.6
124,Canada,1355.01,Blueberries,1970,kg/ha,2899.1
124,Canada,1355.01,Blueberries,1971,kg/ha,2912.0
124,Canada,1355.01,Blueberries,1972,kg/ha,2901.0
124,Canada,1355.01,Blueberries,1973,kg/ha,2801.9
124,Canada,1355.01,Blueberries,1974,kg/ha,2899.3
124,Canada,1355.01,Blueberries,1975,kg/ha,2799.4
124,Canada,1355.01,Blueberries,1976,kg/ha,2863.5
124,Canada,1355.01,Blueberries,1977,kg/ha,3140.8
124,Canada,1355.01,Blueberries,1978,kg/ha,2912.8
124,Canada,1355.01,Blueberries,1979,kg/ha,3320.4
124,Canada,1355.01,Blueberries,1980,kg/ha,2527.2
124,Canada,1355.01,Blueberries,1981,kg/ha,2908.5
124,Canada,1355.01,Blueberries,1982,kg/ha,2833.5
124,Canada,1355.01,Blueberries,1983,kg/ha,2890.4
124,Canada,1355.01,Blueberries,1984,kg/ha,2890.8
124,Canada,1355.01,Blueberries,1985,kg/ha,2913.1
124,Canada,1355.01,Blueberries,1986,kg/ha,2519.7
124,Canada,1355.01,Blueberries,1987,kg/ha,2891.6
124,Canada,1355.01,Blueberries,1988,kg/ha,3286.1
124,Canada,1355.01,Blueberries,1989,kg/ha,1957.3
124,Canada,1355.01,Blueberries,1990,kg/ha,2628.2
124,Canada,1355.01,Blueberries,1991,kg/ha,1671.0
124,Canada,1355.01,Blueberries,1992,kg/ha,2136.8
124,Canada,1355.01,Blueberries,1993,kg/ha,2035.1
124,Canada,1355.01,Blueberries,1994,kg/ha,2265.1
124,Canada,1355.01,Blueberries,1995,kg/ha,2355.2
124,Canada,1355.01,Blueberries,1996,kg/ha,2468.2
124,Canada,1355.01,Blueberries,1997,kg/ha,2153.5
124,Canada,1355.01,Blueberries,1998,kg/ha,1764.0
124,Canada,1355.01,Blueberries,1999,kg/ha,2988.7
124,Canada,1355.01,Blueberries,2000,kg/ha,2546.0
124,Canada,1355.01,Blueberries,2001,kg/ha,3052.9
124,Canada,1355.01,Blueberries,2002,kg/ha,2452.6
124,Canada,1355.01,Blueberries,2003,kg/ha,2789.7
124,Canada,1355.01,Blueberries,2004,kg/ha,2800.4
124,Canada,1355.01,Blueberries,2005,kg/ha,2385.7
124,Canada,1355.01,Blueberries,2006,kg/ha,2561.6
124,Canada,1355.01,Blueberries,2007,kg/ha,2447.4
124,Canada,1355.01,Blueberries,2008,kg/ha,2800.3
124,Canada,1355.01,Blueberries,2009,kg/ha,2948.6
124,Canada,1355.01,Blueberries,2010,kg/ha,2437.5
124,Canada,1355.01,Blueberries,2011,kg/ha,2735.2
124,Canada,1355.01,Blueberries,2012,kg/ha,3452.0
124,Canada,1355.01,Blueberries,2013,kg/ha,2904.1
124,Canada,1355.01,Blueberries,2014,kg/ha,4122.8
124,Canada,1355.01,Blueberries,2015,kg/ha,4306.9
124,Canada,1355.01,Blueberries,2016,kg/ha,4961.0
124,Canada,1355.01,Blueberries,2017,kg/ha,4177.2
124,Canada,1355.01,Blueberries,2018,kg/ha,3779.8
124,Canada,1355.01,Blueberries,2019,kg/ha,4339.5
124,Canada,1355.01,Blueberries,2020,kg/ha,3736.3
124,Canada,1355.01,Blueberries,2021,kg/ha,3474.4
124,Canada,1355.01,Blueberries,2022,kg/ha,4407.7
124,Canada,1355.01,Blueberries,2023,kg/ha,3961.6
124,Canada,1212,Cabbages,1961,kg/ha,21479.5
124,Canada,1212,Cabbages,1962,kg/ha,20065.0
124,Canada,1212,Cabbages,1963,kg/ha,23254.8
124,Canada,1212,Cabbages,1964,kg/ha,20638.0
124,Canada,1212,Cabbages,1965,kg/ha,22986.6
124,Canada,1212,Cabbages,1966,kg/ha,22959.0
124,Canada,1212,Cabbages,1967,kg/ha,22521.9
124,Canada,1212,Cabbages,1968,kg/ha,23346.9
124,Canada,1212,Cabbages,1969,kg/ha,22006.3
124,Canada,1212,Cabbages,1970,kg/ha,23870.8
124,Canada,1212,Cabbages,1971,kg/ha,24422.3
124,Canada,1212,Cabbages,1972,kg/ha,21076.1
124,Canada,1212,Cabbages,1973,kg/ha,22060.6
124,Canada,1212,Cabbages,1974,kg/ha,21291.4
124,Canada,1212,Cabbages,1975,kg/ha,22465.0
124,Canada,1212,Cabbages,1976,kg/ha,24607.9
124,Canada,1212,Cabbages,1977,kg/ha,27721.7
124,Canada,1212,Cabbages,1978,kg/ha,27753.6
124,Canada,1212,Cabbages,1979,kg/ha,26049.5
124,Canada,1212,Cabbages,1980,kg/ha,25234.3
124,Canada,1212,Cabbages,1981,kg/ha,26491.8
124,Canada,1212,Cabbages,1982,kg/ha,26751.6
124,Canada,1212,Cabbages,1983,kg/ha,28243.0
124,Canada,1212,Cabbages,1984,kg/ha,28486.3
124,Canada,1212,Cabbages,1985,kg/ha,31784.2
124,Canada,1212,Cabbages,1986,kg/ha,30546.5
124,Canada,1212,Cabbages,1987,kg/ha,32161.4
124,Canada,1212,Cabbages,1988,kg/ha,23234.8
124,Canada,1212,Cabbages,1989,kg/ha,25360.1
124,Canada,1212,Cabbages,1990,kg/ha,28407.1
124,Canada,1212,Cabbages,1991,kg/ha,27926.7
124,Canada,1212,Cabbages,1992,kg/ha,19364.0
124,Canada,1212,Cabbages,1993,kg/ha,20366.6
124,Canada,1212,Cabbages,1994,kg/ha,19320.5
124,Canada,1212,Cabbages,1995,kg/ha,20788.2
124,Canada,1212,Cabbages,1996,kg/ha,19686.2
124,Canada,1212,Cabbages,1997,kg/ha,18898.1
124,Canada,1212,Cabbages,1998,kg/ha,21320.8
124,Canada,1212,Cabbages,1999,kg/ha,19924.2
124,Canada,1212,Cabbages,2000,kg/ha,19813.5
124,Canada,1212,Cabbages,2001,kg/ha,17898.1
124,Canada,1212,Cabbages,2002,kg/ha,18025.7
124,Canada,1212,Cabbages,2003,kg/ha,19504.4
124,Canada,1212,Cabbages,2004,kg/ha,21192.0
124,Canada,1212,Cabbages,2005,kg/ha,21224.5
124,Canada,1212,Cabbages,2006,kg/ha,19084.1
124,Canada,1212,Cabbages,2007,kg/ha,20646.5
124,Canada,1212,Cabbages,2008,kg/ha,22915.7
124,Canada,1212,Cabbages,2009,kg/ha,21817.7
124,Canada,1212,Cabbages,2010,kg/ha,30307.9
124,Canada,1212,Cabbages,2011,kg/ha,28876.3
124,Canada,1212,Cabbages,2012,kg/ha,28395.6
124,Canada,1212,Cabbages,2013,kg/ha,28234.6
124,Canada,1212,Cabbages,2014,kg/ha,27542.0
124,Canada,1212,Cabbages,2015,kg/ha,28476.2
124,Canada,1212,Cabbages,2016,kg/ha,32312.9
124,Canada,1212,Cabbages,2017,kg/ha,29264.0
124,Canada,1212,Cabbages,2018,kg/ha,28294.4
124,Canada,1212,Cabbages,2019,kg/ha,28884.6
124,Canada,1212,Cabbages,2020,kg/ha,27478.2
124,Canada,1212,Cabbages,2021,kg/ha,27303.3
124,Canada,1212,Cabbages,2022,kg/ha,26769.7
124,Canada,1212,Cabbages,2023,kg/ha,27690.4
124,Canada,1344.02,Cherries,1961,kg/ha,5098.5
124,Canada,1344.02,Cherries,1962,kg/ha,5085.1
124,Canada,1344.02,Cherries,1963,kg/ha,5075.6
124,Canada,1344.02,Cherries,1964,kg/ha,5071.2
124,Canada,1344.02,Cherries,1965,kg/ha,5061.1
124,Canada,1344.02,Cherries,1966,kg/ha,5090.8
124,Canada,1344.02,Cherries,1967,kg/ha,5090.7
124,Canada,1344.02,Cherries,1968,kg/ha,5066.2
124,Canada,1344.02,Cherries,1969,kg/ha,5068.5
124,Canada,1344.02,Cherries,1970,kg/ha,5136.5
124,Canada,1344.02,Cherries,1971,kg/ha,5085.4
124,Canada,1344.02,Cherries,1972,kg/ha,5072.7
124,Canada,1344.02,Cherries,1973,kg/ha,5089.8
124,Canada,1344.02,Cherries,1974,kg/ha,5076.0
124,Canada,1344.02,Cherries,1975,kg/ha,5070.9
124,Canada,1344.02,Cherries,1976,kg/ha,5070.9
124,Canada,1344.02,Cherries,1977,kg/ha,5080.0
124,Canada,1344.02,Cherries,1978,kg/ha,5065.0
124,Canada,1344.02,Cherries,1979,kg/ha,5078.7
124,Canada,1344.02,Cherries,1980,kg/ha,5066.1
124,Canada,1344.02,Cherries,1981,kg/ha,4546.0
124,Canada,1344.02,Cherries,1982,kg/ha,4540.0
124,Canada,1344.02,Cherries,1983,kg/ha,4548.6
